Date,Ticker,compound,neg,neu,pos
2021-04-06,AMC,0.5106,0.0,0.752,0.248
2021-04-06,AMC,0.0,0.0,1.0,0.0
2021-04-06,AMC,0.0,0.0,1.0,0.0
2021-04-06,AMC,0.6972,0.0,0.785,0.215
2021-04-06,AMC,0.0583,0.053,0.883,0.064
2021-04-06,AMC,0.3612,0.0,0.444,0.556
2021-04-06,AMC,-0.128,0.067,0.933,0.0
2021-04-06,AMC,0.0583,0.053,0.883,0.064
2021-04-06,AMC,0.5213,0.0,0.749,0.251
2021-04-06,AMC,0.3182,0.0,0.892,0.108
2021-04-06,AMC,0.6369,0.0,0.698,0.302
2021-04-06,AMC,0.0,0.0,1.0,0.0
2021-04-06,AMC,0.6369,0.0,0.769,0.231
2021-04-06,AMC,0.8591,0.0,0.537,0.463
2021-04-06,AMC,0.3612,0.0,0.872,0.128
2021-04-06,AMC,-0.5904,0.215,0.785,0.0
2021-04-06,AMC,0.3612,0.0,0.8,0.2
2021-04-06,AMC,0.1531,0.091,0.794,0.115
2021-04-06,AMC,0.4404,0.0,0.847,0.153
2021-04-06,AMC,0.0,0.0,1.0,0.0
2021-04-06,AMC,0.3612,0.0,0.8,0.2
2021-04-06,AMC,0.0,0.0,1.0,0.0
2021-04-06,AMC,0.0,0.0,1.0,0.0
2021-04-06,AMC,0.0,0.0,1.0,0.0
2021-04-06,AMC,-0.3252,0.437,0.563,0.0
2021-04-06,AMC,0.6249,0.0,0.746,0.254
2021-04-06,AMC,0.0583,0.055,0.877,0.067
2021-04-06,AMC,0.3612,0.0,0.8,0.2
2021-04-06,AMC,0.0,0.0,1.0,0.0
2021-04-06,AMC,0.0,0.0,1.0,0.0
2021-04-06,AMC,0.0,0.0,1.0,0.0
2021-04-06,AMC,0.3818,0.0,0.852,0.148
2021-04-06,AMC,0.8208,0.0,0.592,0.408
2021-04-06,AMC,0.0,0.0,1.0,0.0
2021-04-06,AMC,0.4019,0.09,0.722,0.188
2021-04-06,AMC,0.4927,0.0,0.385,0.615
2021-04-06,AMC,0.7506,0.0,0.67,0.33
2021-04-06,AMC,0.0,0.0,1.0,0.0
2021-04-06,AMC,-0.128,0.067,0.933,0.0
2021-04-06,AMC,0.0,0.0,1.0,0.0
2021-04-06,AMC,0.4404,0.0,0.854,0.146
2021-04-06,AMC,0.6369,0.0,0.417,0.583
2021-04-06,AMC,-0.0772,0.211,0.602,0.188
2021-04-06,AMC,0.0,0.0,1.0,0.0
2021-04-06,AMC,0.6068,0.0,0.763,0.237
2021-04-06,AMC,0.6705,0.097,0.599,0.304
2021-04-06,AMC,0.0,0.0,1.0,0.0
2021-04-06,AMC,0.0,0.0,1.0,0.0
2021-04-06,AMC,0.0,0.0,1.0,0.0
